id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1000270,3727423,19658,19658,19619, 60 months,6.9,606.08,E,C2,Analyst,2 years,RENT,142761,Source Verified,Aug-15,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000270,Borrower added for business purpose,vacation,vacation,786xx,PA,35.47,2,Nov-93,9,46,53,19,4,22430,81.0,20,f,5572.383178632652,5572.383178632652,22228.84,22228.84,8212.49,1097.06,0,145.99,0,Jan-11,1711.38,Apr-19,Aug-17,0,21,1,JOINT,,,,0,931,362796,2,0,7,7,108,29920,56.1,1,10,14762,40.3,36182,4,6,14
1000271,6709840,22253,22253,22195, 36 months,15.88,781.03,E,F2,Developer,10+ years,MORTGAGE,264166,Source Verified,May-08,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000271,Borrower added for business purpose,debt_consolidation,debt_consolidation,203xx,TX,14.35,1,Jul-83,8,59,92,26,1,8629,17.9,34,w,2538.2925235944663,2538.2925235944663,11347.94,11347.94,20490.96,1581.98,0,336.36,0,Sep-09,1057.42,Aug-18,May-16,0,66,1,JOINT,,,,1,7813,374290,6,3,9,10,60,53239,95.4,2,17,2431,4.7,957,6,9,8
1000272,6130397,27390,27390,27311, 60 months,19.81,1015.26,C,D3,Teacher,2 years,RENT,77304,Source Verified,Jun-08,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000272,Borrower added for business purpose,wedding,wedding,618xx,IL,5.88,3,Dec-02,9,98,10,10,2,9226,50.0,28,f,9399.983176304377,9399.983176304377,35655.49,35655.49,14964.5,917.23,0,403.46,0,May-14,1353.75,Aug-18,Dec-16,0,94,1,JOINT,,,,1,3786,380146,6,4,7,0,29,35121,88.6,5,4,15785,88.4,65311,2,10,13
1000273,4451356,24128,24128,24037, 36 months,20.14,898.41,G,F2,Developer,10+ years,OWN,278382,Source Verified,May-14,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000273,Borrower added for business purpose,major_purchase,major_purchase,506xx,NY,24.4,0,Feb-89,9,1,61,17,4,17220,56.9,7,w,6288.8424803371945,6288.8424803371945,13677.02,13677.02,20100.3,9.62,0,22.37,0,Jan-07,1400.63,May-18,May-13,0,77,1,INDIVIDUAL,,,,2,9981,437495,1,1,6,7,102,90421,56.9,3,2,5903,75.3,14082,3,16,3
1000274,4444084,14489,14489,14474, 60 months,17.13,517.51,A,B4,Manager,5 years,OWN,268134,Source Verified,Apr-12,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000274,Borrower added for business purpose,credit_card,credit_card,545xx,TX,15.66,0,Dec-86,3,68,29,2,2,4702,39.3,33,w,2919.309616692148,2919.309616692148,14841.87,14841.87,9316.77,430.39,0,189.95,0,Dec-17,1282.18,Sep-19,Jul-09,0,81,1,INDIVIDUAL,,,,2,5035,426499,7,1,6,11,116,56410,26.9,0,19,18296,9.2,96822,3,7,12
1000275,3927109,33658,33658,33597, 36 months,8.34,1060.01,D,A1,Manager,5 years,MORTGAGE,138778,Verified,Aug-17,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000275,Borrower added for business purpose,medical,medical,390xx,MI,32.8,2,Jan-04,4,7,81,22,0,641,25.3,46,w,2157.3068833452458,2157.3068833452458,41740.22,41740.22,19407.2,1998.31,0,175.36,0,Oct-08,321.5,Sep-18,Mar-07,0,97,1,INDIVIDUAL,,,,1,9767,116832,4,2,8,18,61,44943,11.7,7,2,15719,15.0,13082,5,6,5
1000276,7979451,7852,7852,7849, 36 months,20.95,295.62,A,B2,Teacher,5 years,RENT,53103,Source Verified,Mar-13,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000276,Borrower added for business purpose,major_purchase,major_purchase,536xx,CA,17.8,2,Aug-94,7,50,56,14,0,35942,90.5,16,f,7167.232833851209,7167.232833851209,5826.27,5826.27,6039.82,810.69,0,279.74,0,Dec-07,1385.55,Jan-19,Aug-17,0,103,1,INDIVIDUAL,,,,1,3101,494945,8,4,4,5,12,61701,86.4,6,11,1086,12.4,27655,2,13,14
1000277,9519981,30450,30450,30406, 60 months,19.4,1122.34,G,F1,Analyst,4 years,MORTGAGE,35330,Not Verified,Nov-08,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000277,Borrower added for business purpose,vacation,vacation,320xx,NC,27.07,3,Jul-97,7,116,45,26,1,18192,8.5,59,w,7077.932802417529,7077.932802417529,18377.8,18377.8,26227.52,1240.47,0,56.96,0,Feb-10,6.44,Feb-19,Apr-07,0,62,1,JOINT,,,,2,9502,154719,0,2,7,15,17,6952,92.0,7,14,477,65.3,9488,2,10,6
1000278,8778484,3551,3551,3462, 60 months,6.72,109.19,F,B2,Accountant,4 years,MORTGAGE,153206,Source Verified,Dec-09,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000278,Borrower added for business purpose,home_improvement,home_improvement,200xx,TX,13.02,2,Apr-06,0,93,79,18,4,3875,15.4,31,f,5971.322315085748,5971.322315085748,2399.14,2399.14,2379.03,1809.86,0,466.71,0,Sep-15,1420.07,Jul-18,May-17,0,16,1,JOINT,,,,2,1465,254904,3,3,1,13,1,4617,49.4,8,8,18718,15.9,3692,9,7,7
1000279,9503902,7411,7411,7384, 60 months,14.28,254.3,E,B2,Engineer,1 year,MORTGAGE,144679,Not Verified,Dec-12,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000279,Borrower added for business purpose,wedding,wedding,769xx,AZ,9.17,0,Jun-08,9,111,69,2,3,41602,32.1,33,w,6143.010251792213,6143.010251792213,10039.56,10039.56,5038.98,41.05,0,274.26,0,Jun-11,1109.67,Dec-19,Apr-13,0,40,1,INDIVIDUAL,,,,1,3510,67281,7,1,7,6,2,35957,9.5,8,13,14789,99.5,35104,4,0,9
1000280,7214624,34243,34243,34148, 60 months,8.48,1080.65,C,B3,Manager,6 years,MORTGAGE,69409,Source Verified,Oct-16,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000280,Borrower added for business purpose,car,car,929xx,CA,16.13,1,Feb-09,0,18,65,20,0,8894,92.0,6,w,6038.690028256231,6038.690028256231,41289.53,41289.53,14906.45,1319.21,0,461.88,0,Dec-10,519.52,Nov-19,Apr-14,0,75,1,JOINT,,,,0,6307,454891,8,2,0,2,5,95900,60.6,2,7,7862,57.4,43336,1,5,6
1000281,5842611,22800,22800,22735, 36 months,11.75,754.57,B,D1,Analyst,3 years,RENT,246270,Verified,Oct-13,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000281,Borrower added for business purpose,car,car,249xx,OH,24.67,0,Nov-08,9,93,54,19,0,2848,56.4,33,f,3601.034468105172,3601.034468105172,15916.64,15916.64,21760.27,576.75,0,408.47,0,Jul-14,1607.53,Dec-18,Nov-13,0,38,1,JOINT,,,,2,4430,297096,8,2,8,9,27,64870,36.7,8,17,12160,87.0,18529,0,13,6
1000282,7357182,11403,11403,11373, 36 months,5.36,343.6,A,A3,Developer,2 years,MORTGAGE,20184,Verified,Sep-11,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000282,Borrower added for business purpose,home_improvement,home_improvement,795xx,NC,26.62,3,Dec-82,5,118,106,24,0,16077,37.3,44,f,9374.144100074735,9374.144100074735,13867.43,13867.43,10355.5,558.5,0,95.82,0,Jun-11,810.56,Nov-18,Jan-14,0,32,1,JOINT,,,,2,9775,36196,9,4,0,0,76,79021,15.8,5,9,10373,73.0,49515,1,4,5
1000283,5335868,8239,8239,8237, 36 months,13.01,277.64,E,B5,Doctor,7 years,OWN,141529,Not Verified,Oct-17,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000283,Borrower added for business purpose,wedding,wedding,768xx,PA,23.55,1,Nov-93,6,30,106,8,0,3612,40.3,13,w,4792.784642629177,4792.784642629177,9957.81,9957.81,5263.04,449.7,0,66.17,0,Jul-11,971.55,Apr-19,Jul-09,0,31,1,INDIVIDUAL,,,,1,589,197679,0,3,7,5,83,56781,91.9,9,16,12110,2.4,71672,8,15,5
1000284,3215167,7710,7710,7703, 60 months,16.0,271.06,D,B2,Accountant,3 years,RENT,257432,Source Verified,May-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000284,Borrower added for business purpose,home_improvement,home_improvement,354xx,GA,39.53,1,Aug-99,1,79,57,6,1,7062,83.8,59,w,203.27900145589828,203.27900145589828,11547.46,11547.46,6622.66,1645.46,0,430.63,0,Jul-13,55.35,May-19,Mar-17,0,20,1,INDIVIDUAL,,,,1,5462,1187,0,0,2,4,31,73957,23.9,9,14,9070,42.1,83434,2,12,0
1000285,4886402,22384,22384,22361, 36 months,17.39,802.4,C,E1,Developer,10+ years,MORTGAGE,75810,Verified,Jun-17,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000285,Borrower added for business purpose,debt_consolidation,debt_consolidation,557xx,AZ,27.95,0,Sep-90,1,101,9,20,4,42682,2.7,56,w,3483.6134238832537,3483.6134238832537,19956.59,19956.59,13161.06,745.9,0,268.05,0,Mar-09,802.64,Jan-18,Dec-07,0,52,1,JOINT,,,,0,7952,475635,6,4,3,14,59,6300,71.1,1,1,13151,36.2,32710,2,15,8
1000286,7545535,22038,22038,22024, 60 months,18.27,799.71,B,G1,Accountant,3 years,RENT,98727,Verified,Jan-13,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000286,Borrower added for business purpose,wedding,wedding,560xx,OH,37.33,1,Aug-82,4,21,3,7,0,35322,1.1,48,f,1302.825786475995,1302.825786475995,30078.64,30078.64,18473.42,134.23,0,9.87,0,Oct-12,334.73,Mar-18,Dec-17,0,63,1,INDIVIDUAL,,,,2,2330,239810,5,4,9,17,30,98637,42.9,0,2,12234,95.2,30607,0,13,12
1000287,7842385,23447,23447,23405, 60 months,21.73,892.18,A,E3,Engineer,7 years,MORTGAGE,220122,Source Verified,Jun-15,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000287,Borrower added for business purpose,wedding,wedding,945xx,NC,5.6,1,Dec-90,8,32,112,25,1,22704,4.6,32,w,3633.837910478834,3633.837910478834,22191.24,22191.24,16647.72,193.7,0,467.11,0,Mar-07,552.29,May-19,Mar-12,0,77,1,INDIVIDUAL,,,,1,9662,405777,6,3,6,3,60,64199,82.8,3,8,16449,33.8,22362,1,1,7
1000288,1688105,3285,3285,3255, 36 months,9.31,104.94,D,F2,Doctor,< 1 year,OWN,55120,Not Verified,Mar-15,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000288,Borrower added for business purpose,major_purchase,major_purchase,293xx,OH,3.39,2,Nov-83,4,113,73,13,4,1462,46.9,41,w,6082.624850357327,6082.624850357327,4591.64,4591.64,2222.17,297.23,0,236.51,0,Apr-15,504.28,Apr-18,Mar-09,0,65,1,JOINT,,,,1,3469,489255,7,0,9,4,8,58672,70.1,8,18,18603,68.7,87118,5,17,8
1000289,2989173,14521,14521,14449, 60 months,7.41,451.09,B,E2,Developer,8 years,OWN,199556,Not Verified,Sep-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000289,Borrower added for business purpose,major_purchase,major_purchase,409xx,PA,13.13,1,Jun-99,7,85,72,2,4,39579,58.1,27,w,226.64474521924106,226.64474521924106,8590.63,8590.63,6300.86,1797.86,0,150.47,0,Nov-14,92.04,Dec-18,Dec-09,0,48,1,INDIVIDUAL,,,,0,9113,395765,5,4,2,9,66,80615,12.3,1,16,1877,58.9,41279,1,1,10
1000290,4080761,7971,7971,7927, 36 months,22.03,304.54,F,F2,Manager,6 years,OWN,211635,Not Verified,Apr-09,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000290,Borrower added for business purpose,small_business,small_business,234xx,CA,6.33,3,Mar-85,7,71,61,22,3,28405,62.4,17,w,8702.005312278685,8702.005312278685,5382.92,5382.92,7805.63,854.89,0,258.3,0,Oct-07,920.99,May-19,Nov-14,0,70,1,JOINT,,,,0,170,320984,9,2,8,3,53,89767,45.0,0,1,12820,73.7,52311,9,2,0
1000291,2414466,30139,30139,30074, 60 months,8.13,946.26,E,A4,Manager,1 year,RENT,100528,Verified,Dec-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000291,Borrower added for business purpose,wedding,wedding,291xx,NC,21.51,1,May-00,4,36,108,7,2,11974,73.1,9,f,6103.091184681754,6103.091184681754,40686.27,40686.27,27198.8,1832.1,0,411.46,0,Apr-17,1045.18,Apr-19,Jul-16,0,78,1,INDIVIDUAL,,,,2,4298,399297,9,2,2,9,94,72656,26.0,1,5,15045,6.1,77168,9,8,5
1000292,1445101,20909,20909,20902, 36 months,24.5,825.82,F,E4,Developer,10+ years,OWN,206185,Source Verified,Jun-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000292,Borrower added for business purpose,medical,medical,435xx,MI,21.24,2,Jun-07,7,11,42,1,0,33278,19.0,36,f,2953.7187625899473,2953.7187625899473,27585.25,27585.25,18316.97,1634.96,0,55.15,0,Jan-08,1142.13,Jun-18,Nov-08,0,30,1,INDIVIDUAL,,,,1,5760,7147,9,2,7,19,78,74026,71.4,6,10,5899,93.1,67769,7,17,5
1000293,9106609,12531,12531,12461, 60 months,21.85,477.59,E,E3,Engineer,5 years,MORTGAGE,204168,Verified,Jun-11,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000293,Borrower added for business purpose,home_improvement,home_improvement,358xx,IL,23.43,4,Apr-07,7,113,41,6,1,34924,26.2,32,f,3112.051739242816,3112.051739242816,10092.89,10092.89,7304.94,1675.77,0,179.47,0,Mar-13,924.44,Oct-18,Jul-07,0,91,1,JOINT,,,,1,4375,342336,6,2,7,3,67,93798,54.5,4,10,19019,99.3,74322,5,19,11
1000294,8413023,15721,15721,15665, 36 months,15.02,545.13,D,D4,Engineer,7 years,MORTGAGE,30133,Verified,Jul-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000294,Borrower added for business purpose,small_business,small_business,327xx,TX,30.06,4,Jun-82,4,68,23,16,4,2919,24.4,19,f,4656.681765161507,4656.681765161507,17242.77,17242.77,9019.99,573.66,0,159.43,0,Mar-10,1739.05,Dec-18,Jul-11,0,40,1,INDIVIDUAL,,,,2,403,114647,6,0,2,11,112,32086,34.0,4,8,8925,55.4,1012,1,12,8
1000295,8613269,20206,20206,20127, 36 months,24.63,799.44,F,A3,Teacher,10+ years,MORTGAGE,157477,Verified,Apr-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000295,Borrower added for business purpose,vacation,vacation,889xx,AZ,38.88,3,Nov-93,4,63,4,8,3,21575,14.9,28,w,2480.9180600179347,2480.9180600179347,17835.83,17835.83,15031.56,542.63,0,419.82,0,Feb-15,75.36,Sep-19,Dec-13,0,71,1,INDIVIDUAL,,,,0,3527,160663,6,3,2,8,16,23247,32.9,9,15,4936,16.4,86630,9,9,1
1000296,2105534,7530,7530,7432, 60 months,6.95,232.33,E,F2,Doctor,4 years,RENT,233482,Verified,Mar-11,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000296,Borrower added for business purpose,small_business,small_business,300xx,GA,35.25,3,Nov-09,3,24,98,13,2,6632,24.4,36,w,43.419277609462185,43.419277609462185,3842.69,3842.69,6835.24,1120.14,0,389.23,0,Apr-16,1227.62,Aug-19,Oct-11,0,70,1,JOINT,,,,2,9223,80052,1,3,9,1,108,83980,11.4,3,19,9734,86.9,55646,5,1,0
1000297,5353127,12116,12116,12087, 60 months,11.06,397.01,C,A3,Analyst,5 years,RENT,116993,Source Verified,Nov-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000297,Borrower added for business purpose,home_improvement,home_improvement,959xx,FL,5.62,1,Jul-09,0,53,67,23,4,8924,61.4,25,f,265.574481792632,265.574481792632,6374.28,6374.28,11640.77,835.85,0,200.05,0,Apr-13,1732.26,May-18,Sep-13,0,35,1,INDIVIDUAL,,,,2,9597,202353,2,0,4,4,58,12988,21.4,0,19,16623,64.7,83462,1,18,1
1000298,8315360,1258,1258,1185, 36 months,17.76,45.33,D,F3,Engineer,9 years,OWN,135742,Verified,Feb-17,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000298,Borrower added for business purpose,wedding,wedding,198xx,NY,14.2,1,Nov-87,8,28,98,18,4,43910,36.6,9,w,3577.4067197201985,3577.4067197201985,697.25,697.25,706.19,1018.12,0,332.24,0,Apr-17,82.08,Jun-19,Dec-09,0,73,1,INDIVIDUAL,,,,2,2065,92585,9,3,7,15,30,94382,71.3,7,13,5166,62.4,7276,0,8,5
1000299,9073461,1282,1282,1265, 60 months,12.0,42.58,E,D2,Doctor,7 years,RENT,168157,Verified,Oct-12,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000299,Borrower added for business purpose,major_purchase,major_purchase,332xx,CA,10.98,4,May-85,1,12,105,14,0,44920,76.8,41,w,1242.2167660860828,1242.2167660860828,1402.6,1402.6,980.02,106.41,0,197.22,0,Jul-13,992.61,Apr-18,Sep-08,0,38,1,JOINT,,,,0,7669,148276,8,2,5,18,92,76178,61.0,0,19,8981,88.5,90938,4,7,6
1000300,1498863,14937,14937,14869, 60 months,23.57,582.65,A,G1,Engineer,5 years,MORTGAGE,55702,Not Verified,Jan-12,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000300,Borrower added for business purpose,debt_consolidation,debt_consolidation,923xx,IL,7.9,4,Jul-80,0,116,119,18,2,34005,53.6,40,w,223.63674647081888,223.63674647081888,11639.32,11639.32,12462.56,1943.18,0,285.66,0,Nov-10,1178.05,Feb-19,Dec-07,0,110,1,JOINT,,,,0,9337,271335,0,0,4,13,74,94850,35.6,9,10,154,73.1,81905,4,12,6
1000301,9756262,2898,2898,2806, 60 months,6.31,88.57,E,B5,Teacher,8 years,MORTGAGE,271147,Verified,May-08,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000301,Borrower added for business purpose,wedding,wedding,747xx,NY,22.24,0,Feb-86,5,25,76,29,2,17864,21.2,32,f,8592.692700348403,8592.692700348403,1866.16,1866.16,1552.85,116.34,0,495.61,0,Nov-10,381.81,Apr-18,Sep-17,0,93,1,JOINT,,,,1,1902,139837,7,2,4,14,60,23402,83.6,2,9,9765,92.0,68977,7,5,12
1000302,3676188,5135,5135,5097, 36 months,15.99,180.51,F,E2,,8 years,MORTGAGE,164574,Source Verified,Oct-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000302,Borrower added for business purpose,home_improvement,home_improvement,708xx,FL,22.58,4,Jul-80,4,21,100,4,1,10657,46.7,36,f,2741.3731364285322,2741.3731364285322,7400.21,7400.21,3309.41,357.66,0,267.79,0,Oct-17,505.0,Nov-18,Feb-11,0,108,1,JOINT,,,,1,9955,323517,6,3,5,18,95,50807,48.4,1,1,8461,95.8,72450,3,8,2
1000303,4295990,7629,7629,7570, 36 months,16.82,271.31,C,F5,Engineer,8 years,RENT,99384,Verified,Jul-09,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000303,Borrower added for business purpose,small_business,small_business,838xx,NC,9.86,4,May-87,0,92,95,15,3,18394,59.3,27,f,5031.225771668012,5031.225771668012,4740.04,4740.04,3909.74,1356.4,0,494.29,0,Feb-16,1571.19,Jul-19,Nov-08,0,103,1,JOINT,,,,2,4690,119933,5,4,7,17,39,14791,79.4,1,6,9895,34.5,53359,1,13,3
1000304,8782937,20584,20584,20487, 60 months,18.05,744.68,B,E1,Doctor,5 years,MORTGAGE,107957,Source Verified,Sep-07,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000304,Borrower added for business purpose,car,car,859xx,AZ,28.76,3,Apr-02,6,75,44,5,1,6897,86.6,20,w,1794.0908419162315,1794.0908419162315,24165.24,24165.24,16865.36,311.0,0,373.6,0,Feb-10,1134.8,Oct-19,Aug-17,0,40,1,JOINT,,,,1,5516,391025,0,0,5,10,2,12967,78.1,8,0,6499,19.8,43293,6,1,2
1000305,7526818,24551,24551,24509, 60 months,10.11,793.46,B,E3,Teacher,8 years,OWN,296570,Source Verified,Oct-10,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000305,Borrower added for business purpose,debt_consolidation,debt_consolidation,688xx,OH,29.58,0,Jul-95,6,111,58,21,3,38397,83.4,54,w,467.24972243762267,467.24972243762267,34228.03,34228.03,22544.47,213.74,0,60.36,0,Jul-09,631.56,Mar-18,May-13,0,40,1,JOINT,,,,0,4584,329378,8,1,6,12,49,57215,84.8,8,4,9932,38.5,27017,2,6,10
1000306,6491590,34380,34380,34336, 36 months,12.29,1146.68,E,C2,Teacher,2 years,RENT,265579,Source Verified,Mar-07,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000306,Borrower added for business purpose,credit_card,credit_card,992xx,AZ,1.82,0,Jun-03,2,109,119,14,1,23874,42.6,14,w,7448.662994885814,7448.662994885814,22822.46,22822.46,31853.78,307.24,0,397.98,0,Oct-13,1529.51,Nov-18,Apr-08,0,4,1,JOINT,,,,1,6331,281570,1,1,8,9,0,12627,85.0,4,14,4708,96.8,1121,2,11,12
1000307,7512440,18071,18071,18049, 60 months,21.87,688.92,B,E5,Doctor,4 years,MORTGAGE,67404,Not Verified,Aug-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000307,Borrower added for business purpose,wedding,wedding,839xx,IL,16.43,1,Mar-03,7,106,64,16,3,29873,64.8,33,f,1249.568546467834,1249.568546467834,12915.88,12915.88,14493.91,123.84,0,80.64,0,Oct-17,1493.43,Jun-19,Feb-07,0,84,1,INDIVIDUAL,,,,1,5273,3256,9,2,6,6,7,85979,67.9,1,10,13427,19.1,23052,7,10,8
1000308,7099628,21074,21074,21006, 36 months,8.9,669.17,E,D5,Doctor,1 year,MORTGAGE,111246,Not Verified,Mar-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000308,Borrower added for business purpose,home_improvement,home_improvement,942xx,GA,35.72,1,Aug-91,5,91,62,15,0,19119,29.8,56,f,257.1690240365865,257.1690240365865,22629.55,22629.55,12819.13,502.64,0,266.16,0,Mar-09,690.8,Apr-19,Jan-15,0,5,1,INDIVIDUAL,,,,0,123,450364,4,3,8,0,61,55105,74.9,9,19,12746,59.1,69798,2,18,13
1000309,7555968,26188,26188,26095, 60 months,21.54,993.91,C,B2,Manager,7 years,RENT,110947,Verified,Jul-09,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000309,Borrower added for business purpose,vacation,vacation,932xx,PA,21.29,0,Jun-87,3,72,74,11,3,23670,63.3,31,f,5872.303282634098,5872.303282634098,26409.25,26409.25,20862.0,542.24,0,306.62,0,Feb-12,977.3,Feb-19,Nov-12,0,61,1,JOINT,,,,1,7476,329867,8,2,9,17,63,50202,77.7,6,17,2079,8.4,14783,1,18,2
1000310,3699015,3307,3307,3302, 60 months,16.25,116.67,B,F4,,10+ years,RENT,51152,Verified,Aug-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000310,Borrower added for business purpose,wedding,wedding,918xx,MI,14.56,0,Sep-96,9,118,89,2,1,10951,91.3,39,f,134.6757242144958,134.6757242144958,3376.54,3376.54,3037.68,997.24,0,446.12,0,Jun-17,1329.04,Aug-19,Nov-11,0,15,1,INDIVIDUAL,,,,0,8798,198386,7,1,0,3,40,98095,16.9,7,8,7376,83.2,42264,9,14,11
1000311,9837590,12205,12205,12150, 60 months,20.24,455.08,F,F4,Teacher,3 years,OWN,74325,Verified,Jun-09,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000311,Borrower added for business purpose,wedding,wedding,523xx,TX,10.89,1,Sep-85,9,9,66,23,2,15768,62.5,46,w,4362.859448103216,4362.859448103216,12872.35,12872.35,9465.14,877.45,0,105.21,0,Jul-11,686.5,Feb-19,Sep-15,0,79,1,JOINT,,,,1,2921,360496,9,0,2,15,16,38804,30.0,8,0,17494,66.8,88289,8,19,9
1000312,2172622,6906,6906,6903, 36 months,19.27,254.09,F,C3,Manager,5 years,RENT,189839,Source Verified,Jan-07,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000312,Borrower added for business purpose,small_business,small_business,922xx,OH,10.49,3,Jan-92,9,47,48,24,4,577,30.4,49,w,2888.3604847781617,2888.3604847781617,10013.03,10013.03,4473.26,947.43,0,437.97,0,Jun-13,1258.02,Sep-18,Apr-17,0,87,1,JOINT,,,,1,9286,34262,3,2,5,17,71,46962,10.4,3,19,2308,52.2,67495,7,12,5
1000313,3503771,3591,3591,3499, 36 months,9.15,114.44,A,A3,Accountant,5 years,MORTGAGE,244864,Source Verified,Oct-07,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000313,Borrower added for business purpose,medical,medical,514xx,CA,4.89,3,Apr-85,2,114,114,18,3,24463,64.4,28,f,3194.1798493775286,3194.1798493775286,1988.83,1988.83,3418.21,1232.08,0,467.25,0,Jan-07,502.15,Sep-19,May-17,0,109,1,INDIVIDUAL,,,,2,2151,309744,7,3,2,18,42,92294,18.9,0,5,3015,63.0,81213,1,14,5
1000314,4177825,16149,16149,16127, 36 months,16.38,570.79,E,A2,Developer,4 years,OWN,253242,Source Verified,Dec-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000314,Borrower added for business purpose,wedding,wedding,297xx,NY,32.87,3,Apr-81,0,41,76,4,3,13369,90.3,27,f,38.990431140297765,38.990431140297765,20354.98,20354.98,14552.35,461.92,0,44.74,0,Dec-09,584.04,Sep-18,Feb-12,0,18,1,JOINT,,,,1,2713,369813,8,1,1,14,96,91616,77.8,6,19,2522,11.7,77863,7,4,4
1000315,1996161,26150,26150,26145, 36 months,22.35,1003.42,B,D1,Developer,< 1 year,MORTGAGE,153074,Verified,Jan-14,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000315,Borrower added for business purpose,home_improvement,home_improvement,676xx,CA,4.38,3,Jan-95,1,89,31,15,2,30836,13.7,7,w,9643.460803827953,9643.460803827953,19155.04,19155.04,24305.41,269.41,0,442.64,0,Dec-08,621.35,Jul-19,Apr-16,0,82,1,INDIVIDUAL,,,,2,7923,407129,4,0,4,9,89,39724,94.7,6,9,765,86.1,74215,4,0,4
